epochs,returns
100,0.8476833166833166
200,0.9101825396825396
300,0.930715367965368
400,0.9049025974025975
500,0.9112698412698412
600,0.9392994505494505
700,0.9007020202020202
800,0.9166923076923078
900,0.9071829004329004
1000,0.9057479742479743
1100,0.941930735930736
1200,0.9062427849927849
1300,0.9341197691197691
1400,0.9058955211455211
1500,0.9023843378843378
1600,0.9343134920634921
1700,0.928423520923521
1800,0.9095854978354977
1900,0.8763416305916304
2000,0.8868809523809524
2100,0.920150432900433
2200,0.8851410533910534
2300,0.8962079309579309
2400,0.9197822455322455
2500,0.8884532412032412
2600,0.9149707792207792
2700,0.9202987012987013
2800,0.9005133477633478
2900,0.9535905483405483
3000,0.9484657287157288
