epochs,returns
100,0.8226052558552557
200,0.8354029581529582
300,0.8880786435786436
400,0.8874054834054834
500,0.9002653180153181
600,0.8598114663114664
700,0.8987016594516593
800,0.9102067099567102
900,0.9267085137085138
1000,0.9258654678654679
1100,0.9236050061050062
1200,0.9086410533910534
1300,0.9098979076479077
1400,0.8983347763347763
1500,0.8952849927849926
1600,0.9018699356199356
1700,0.8984794372294372
1800,0.9216176046176046
1900,0.9129830724830725
2000,0.9169206349206348
2100,0.9260642135642136
2200,0.9221147186147186
2300,0.9251652236652237
2400,0.8975712065712067
2500,0.9310032467532469
2600,0.9504153624153625
2700,0.9064249639249639
2800,0.9232876567876567
2900,0.9063091630591629
3000,0.9140851370851371
