epochs,returns
100,0.8731922799422799
200,0.9048228715728716
300,0.8978838383838383
400,0.9142193362193362
500,0.9078380230880231
600,0.8729418359418359
700,0.880121212121212
800,0.9077615717615718
900,0.9208893883893885
1000,0.8994217171717171
1100,0.9383614718614719
1200,0.9246508214008213
1300,0.8956533189033188
1400,0.9106771284271286
1500,0.9214549062049062
1600,0.9333529526029526
1700,0.9277432844932844
1800,0.9003474025974026
1900,0.9102207792207793
2000,0.9226753246753248
2100,0.9497373737373738
2200,0.9220555555555556
2300,0.937959595959596
2400,0.9293358585858585
2500,0.9239631202131201
2600,0.916128427128427
2700,0.9189318181818181
2800,0.8871525974025972
2900,0.8983903318903319
3000,0.9352688977688978
