nflips,avg,dev
0.0016666666666666668,1.0,0.0
0.051666666666666666,0.9347837053048589,0.050793438836490803
0.10166666666666667,0.8638782213432376,0.04454628312594135
0.15166666666666667,0.8540817325132225,0.03405537101799299
0.20166666666666666,0.8562804322005375,0.027582994275952382
0.25166666666666665,0.8634726306177073,0.023401482937502813
0.3016666666666667,0.8730244399325917,0.020076506333669156
0.3516666666666667,0.8849367063243981,0.018795866253203525
0.40166666666666667,0.8921397566848186,0.01845857734892432
0.45166666666666666,0.8971590765014212,0.017261575353951644
0.5016666666666667,0.9022668496191164,0.017355882209350245
0.5516666666666666,0.9048448558442126,0.017434193897124882
0.6016666666666667,0.9084188544727234,0.017598174119562666
0.6516666666666666,0.9099131792430306,0.015699084163970492
0.7016666666666667,0.9113389374098233,0.016427738330846132
0.7516666666666667,0.9131830585034452,0.016156482932838348
0.8016666666666666,0.9093628562892816,0.017363207293426948
0.8516666666666667,0.9132993063131509,0.016326707581475804
0.9016666666666666,0.9127279911406238,0.017505563391613615
0.9516666666666667,0.9135510469756994,0.016719317473084475
1.0016666666666667,0.9128835755852924,0.01754345244065776
1.0516666666666667,0.9130164188480931,0.018215287137917643
1.1016666666666666,0.9140455468855493,0.01821993359458532
1.1516666666666666,0.9120441569850521,0.017037857424327688
1.2016666666666667,0.9111586385359587,0.01746087465665419
1.2516666666666667,0.9108388335718034,0.016743872616132662
1.3016666666666667,0.9088643719311993,0.019771338812050357
1.3516666666666666,0.9088698788553106,0.018728178475241917
1.4016666666666666,0.9084837630440006,0.019118753033459335
1.4516666666666667,0.9102585587796875,0.018366397073866756
