nflips,avg,dev
0.00641025641025641,1.0,0.0
0.07051282051282051,0.9291040697993098,0.09396779566947322
0.1346153846153846,0.8506055279297159,0.0795576605200974
0.1987179487179487,0.848355322536412,0.061206740228131586
0.26282051282051283,0.8505210259120092,0.05040295604734639
0.3269230769230769,0.8587672595527697,0.03927354106448255
0.391025641025641,0.8758638609039784,0.04003521553489932
0.4551282051282051,0.877584114783163,0.03651428091942459
0.5192307692307693,0.8871393531588833,0.03308046371689082
0.5833333333333334,0.8915392039596469,0.031234083936900234
0.6474358974358975,0.8937225753217777,0.03528239907909317
0.7115384615384616,0.8977133254906596,0.03492835814644013
0.7756410256410257,0.9035129475758177,0.03499157277402947
0.8397435897435898,0.9061228664950249,0.03307882151950452
0.9038461538461539,0.9094030357390328,0.033591595609005064
0.967948717948718,0.9055746247469636,0.03182633958489362
1.0320512820512822,0.9084195587039988,0.03179980354337511
1.0961538461538463,0.9086929803726942,0.03458767928783429
1.1602564102564104,0.9068185585374628,0.03256487501421612
1.2243589743589745,0.9008874109542299,0.035564721864747795
1.2884615384615385,0.9125906032053919,0.032404293008809044
1.3525641025641026,0.9059823878480769,0.03762175170220976
1.4166666666666667,0.9050200755909273,0.034523397608774264
1.4807692307692308,0.9073133835606372,0.034364492412276085
