nflips,avg,dev
0.023809523809523808,1.0,0.0
0.047619047619047616,0.94,0.2398979374820952
0.07142857142857142,1.0,0.0
0.09523809523809523,0.9842857142857143,0.08072196098598411
0.11904761904761904,0.9755555555555556,0.07416283419824549
0.14285714285714285,0.9584444444444444,0.1438205609135794
0.16666666666666666,0.9825,0.07218351046931336
0.19047619047619047,0.9534786324786324,0.11615344120634616
0.21428571428571427,0.9496204906204906,0.1253111354325463
0.23809523809523808,0.9586147186147186,0.10123710393773988
0.2619047619047619,0.9588974358974359,0.11613177766590216
0.2857142857142857,0.9484776334776335,0.12557454085344957
0.30952380952380953,0.9101116138763197,0.1531740055816429
0.3333333333333333,0.9528636363636364,0.1166260289921649
0.35714285714285715,0.9734965034965035,0.07319289748544681
0.38095238095238093,0.9504556277056276,0.1205092042703387
0.40476190476190477,0.9751824491298176,0.08025585608602054
0.42857142857142855,0.9664338161838163,0.10630927264350998
0.4523809523809524,0.9717536630036631,0.08967508835864448
0.47619047619047616,0.9649327731092437,0.10387494302588232
0.5,0.9735238095238096,0.089486996959515
0.5238095238095238,0.9907008547008548,0.038250146832016246
0.5476190476190477,0.980060606060606,0.07409578743869143
0.5714285714285714,0.9653076923076924,0.10025207063403595
0.5952380952380952,0.9509420252949664,0.11410497206883176
0.6190476190476191,0.9538039738039739,0.14420517343297612
0.6428571428571429,0.9498634935755679,0.12581407262888422
0.6666666666666666,0.9512782805429865,0.12027333370732073
0.6904761904761905,0.9494106873518637,0.1344363543924704
0.7142857142857143,0.9422444480184419,0.11857514910612982
0.7380952380952381,0.9608951914098973,0.11412625446840778
0.7619047619047619,0.9516998491704374,0.12250368346718073
0.7857142857142857,0.9499508270367404,0.13271903669442806
0.8095238095238095,0.9307518315018315,0.16473583846175782
0.8333333333333334,0.9263249299719888,0.14191729831548303
0.8571428571428571,0.9195001294714916,0.1420534570909278
0.8809523809523809,0.9487394957983193,0.14829560529761704
0.9047619047619048,0.9182204933009886,0.15504160861599567
0.9285714285714286,0.9057175634822694,0.1842231751298214
0.9523809523809523,0.9474594952690929,0.13024125943601103
0.9761904761904762,0.9399103102779572,0.13370449844485588
1.0,0.9634954751131221,0.11592458707631681
